OG	Dmel_ISO1_proteome	Dsan_STOCAGO1482_proteome	Dsim_w501_proteome	Dtei_GT53w_proteome	Dyak_NY73PB_proteome	Dyak_Tai18E2_proteome
OG0009211	FBtr0070108	jg8881.t1	FBtr0354285	jg7495.t1	jg548.t1	jg12714.t1
OG0009212	FBtr0332992	jg8880.t1	FBtr0359788	jg7496.t1	jg549.t1	jg12713.t1
OG0009213	FBtr0299977	jg8879.t1	FBtr0216405	jg7497.t1	jg550.t1	jg12712.t1
OG0009214	FBtr0070064	jg8878.t1	FBtr0216407	jg7498.t1	jg551.t1	jg12711.t1
OG0009215	FBtr0070106	jg8877.t1	FBtr0216397	jg7499.t1	jg552.t1	jg12710.t1
OG0009216	FBtr0308209	jg8875.t2	FBtr0360074	jg7501.t2	jg553.t1	jg12708.t1
OG0009217	FBtr0070103	jg8874.t1	FBtr0216394	jg7502.t1	jg554.t1	jg12707.t1
OG0009218	FBtr0070069	jg8873.t1	FBtr0216408	jg7503.t1	jg555.t1	jg12706.t1
OG0009219	FBtr0070070	jg8872.t1	FBtr0216409	jg7504.t1	jg556.t1	jg12705.t1
OG0009220	FBtr0070101	jg8871.t1	FBtr0216393	jg7505.t1	jg557.t1	jg12704.t1
OG0009221	FBtr0070066	jg8870.t1	FBtr0349193	jg7506.t1	jg558.t1	jg12703.t1
OG0009222	FBtr0070071	jg8869.t1	FBtr0358744	jg7508.t1	jg559.t1	jg12702.t1
OG0009223	FBtr0070072	jg8868.t1	FBtr0365347	jg7509.t1	jg560.t1	jg12701.t1
OG0009224	FBtr0070073	jg8867.t1	FBtr0216411	jg7510.t1	jg561.t1	jg12700.t1
OG0009225	FBtr0070074	jg8866.t1	FBtr0363354	jg7511.t1	jg562.t1	jg12699.t1
OG0009226	FBtr0070075	jg8864.t1	FBtr0357618	jg7513.t1	jg565.t1	jg12695.t1
OG0009227	FBtr0070099	jg8863.t1	FBtr0224549	jg7514.t1	jg566.t1	jg12694.t1
OG0009228	FBtr0339443	jg8862.t1	FBtr0350867	jg7515.t1	jg567.t1	jg12693.t1
OG0009229	FBtr0112947	jg8860.t1	FBtr0216415	jg7517.t1	jg569.t1	jg12691.t1
OG0009230	FBtr0070094	jg8859.t1	FBtr0358354	jg7518.t1	jg570.t1	jg12690.t1
OG0009231	FBtr0070079	jg8858.t1	FBtr0216418	jg7519.t1	jg571.t1	jg12689.t1
OG0009232	FBtr0070092	jg8857.t1	FBtr0356669	jg7520.t1	jg572.t1	jg12688.t1
OG0009233	FBtr0070080	jg8856.t1	FBtr0350284	jg7521.t1	jg573.t1	jg12687.t1
OG0009234	FBtr0070087	jg8854.t1	FBtr0216419	jg7523.t1	jg575.t1	jg12685.t1
OG0009235	FBtr0070089	jg8849.t1	FBtr0216384	jg7527.t1	jg579.t1	jg12681.t1
OG0009236	FBtr0307291	jg8848.t4	FBtr0348116	jg7528.t5	jg583.t1	jg12679.t3
OG0009237	FBtr0110791	jg8846.t1	FBtr0216382	jg7529.t1	jg585.t1	jg12676.t1
OG0009238	FBtr0070160	jg8845.t1	FBtr0216381	jg7530.t1	jg586.t1	jg12675.t1
OG0009239	FBtr0089725	jg8844.t1	FBtr0216425	jg7531.t1	jg587.t1	jg12674.t1
OG0009240	FBtr0070115	jg8843.t1	FBtr0216426	jg7532.t1	jg588.t1	jg12673.t1
OG0009241	FBtr0070116	jg8841.t1	FBtr0350145	jg7534.t1	jg590.t1	jg12671.t1
OG0009242	FBtr0070155	jg8840.t1	FBtr0355850	jg7535.t1	jg591.t1	jg12670.t1
OG0009243	FBtr0070119	jg8839.t1	FBtr0352277	jg7536.t1	jg592.t1	jg12669.t1
OG0009244	FBtr0114560	jg8838.t1	FBtr0356653	jg7537.t1	jg593.t1	jg12668.t1
OG0009245	FBtr0070120	jg8837.t1	FBtr0349689	jg7538.t1	jg594.t1	jg12667.t1
OG0009246	FBtr0070121	jg8836.t1	FBtr0216429	jg7539.t1	jg595.t1	jg12666.t1
OG0009247	FBtr0308651	jg8835.t1	FBtr0216430	jg7540.t1	jg596.t1	jg12665.t1
OG0009248	FBtr0070151	jg8834.t1	FBtr0351681	jg7541.t1	jg597.t1	jg12664.t1
OG0009249	FBtr0070149	jg8830.t1	FBtr0216371	jg7547.t1	jg602.t1	jg12660.t1
OG0009250	FBtr0070134	jg8829.t1	FBtr0356302	jg7548.t1	jg603.t1	jg12659.t1
OG0009251	FBtr0070135	jg8828.t1	FBtr0360598	jg7549.t1	jg604.t1	jg12658.t1
OG0009252	FBtr0070148	jg8827.t1	FBtr0365262	jg7550.t1	jg605.t1	jg12657.t1
OG0009253	FBtr0112928	jg8825.t1	FBtr0364218	jg7551.t1	jg606.t1	jg12654.t1
OG0009254	FBtr0070139	jg8824.t1	FBtr0350854	jg7552.t1	jg607.t1	jg12653.t1
OG0009255	FBtr0070147	jg8823.t1	FBtr0363315	jg7553.t1	jg608.t1	jg12652.t1
OG0009256	FBtr0070145	jg8820.t1	FBtr0363841	jg7556.t1	jg611.t1	jg12649.t1
OG0009257	FBtr0290198	jg8819.t1	FBtr0351794	jg7557.t1	jg612.t1	jg12648.t1
OG0009258	FBtr0310162	jg8817.t1	FBtr0216441	jg7559.t1	jg613.t1	jg12647.t1
OG0009259	FBtr0070142	jg8815.t1	FBtr0216442	jg7562.t1	jg615.t1	jg12645.t1
OG0009260	FBtr0070195	jg8814.t1	FBtr0358441	jg7563.t1	jg616.t1	jg12644.t1
OG0009261	FBtr0110804	jg8812.t1	FBtr0361652	jg7565.t1	jg618.t1	jg12642.t1
OG0009262	FBtr0070163	jg8811.t1	FBtr0350840	jg7566.t1	jg619.t1	jg12640.t1
OG0009263	FBtr0070164	jg8808.t1	FBtr0354756	jg7569.t1	jg623.t1	jg12636.t1
OG0009264	FBtr0331303	jg8805.t1	FBtr0216360	jg7570.t1	jg624.t1	jg12634.t1
OG0009265	FBtr0070165	jg8804.t1	FBtr0358014	jg7571.t1	jg625.t1	jg12633.t1
OG0009266	FBtr0331301	jg8803.t1	FBtr0215251	jg7572.t1	jg626.t1	jg12632.t1
OG0009267	FBtr0070189	jg8802.t1	FBtr0354130	jg7573.t1	jg627.t1	jg12631.t1
OG0009268	FBtr0070167	jg8800.t1	FBtr0216444	jg7576.t1	jg629.t1	jg12629.t1
OG0009269	FBtr0070188	jg8799.t1	FBtr0352318	jg7577.t1	jg630.t1	jg12628.t1
OG0009270	FBtr0070170	jg8798.t1	FBtr0216447	jg7578.t1	jg631.t1	jg12627.t1
OG0009271	FBtr0070187	jg8797.t1	FBtr0216356	jg7579.t1	jg632.t1	jg12626.t1
OG0009272	FBtr0070185	jg8796.t1	FBtr0361627	jg7581.t1	jg634.t1	jg12624.t1
OG0009273	FBtr0070184	jg8791.t1	FBtr0224548	jg7585.t1	jg637.t1	jg12620.t1
OG0009274	FBtr0070172	jg8789.t1	FBtr0224616	jg7587.t1	jg639.t1	jg12619.t1
OG0009275	FBtr0070183	jg8788.t1	FBtr0356613	jg7588.t1	jg640.t1	jg12618.t1
OG0009276	FBtr0070173	jg8786.t1	FBtr0216449	jg7589.t1	jg641.t1	jg12617.t1
OG0009277	FBtr0070182	jg8785.t1	FBtr0216349	jg7590.t1	jg642.t1	jg12616.t1
OG0009278	FBtr0070174	jg8784.t1	FBtr0216450	jg7591.t1	jg643.t1	jg12615.t1
OG0009279	FBtr0070175	jg8783.t1	FBtr0216451	jg7592.t1	jg644.t1	jg12614.t1
OG0009280	FBtr0070176	jg8782.t1	FBtr0357342	jg7593.t1	jg645.t1	jg12613.t1
OG0009281	FBtr0299571	jg8781.t1	FBtr0224108	jg7594.t1	jg646.t1	jg12612.t1
OG0009282	FBtr0070179	jg8780.t1	FBtr0216453	jg7595.t1	jg647.t1	jg12611.t1
OG0009283	FBtr0331339	jg8779.t1	FBtr0349221	jg7596.t1	jg648.t1	jg12610.t1
OG0009284	FBtr0070197	jg8774.t1	FBtr0216454	jg7600.t1	jg654.t1	jg12604.t1
OG0009285	FBtr0070251	jg8773.t1	FBtr0352155	jg7601.t2	jg655.t1	jg12603.t1
OG0009286	FBtr0070198	jg8772.t1	FBtr0354913	jg7602.t1	jg656.t1	jg12601.t1
OG0009287	FBtr0070199	jg8771.t1	FBtr0349307	jg7603.t1	jg657.t1	jg12600.t1
OG0009288	FBtr0070200	jg8770.t1	FBtr0357497	jg7604.t1	jg658.t1	jg12599.t1
OG0009289	FBtr0070201	jg8769.t1	FBtr0358484	jg7605.t1	jg659.t1	jg12598.t1
OG0009290	FBtr0070202	jg8768.t1	FBtr0353403	jg7606.t1	jg660.t1	jg12597.t1
OG0009291	FBtr0070203	jg8767.t1	FBtr0216458	jg7607.t1	jg661.t1	jg12596.t1
OG0009292	FBtr0070204	jg8766.t1	FBtr0216459	jg7608.t1	jg662.t1	jg12595.t1
OG0009293	FBtr0070205	jg8765.t1	FBtr0224620	jg7609.t1	jg663.t1	jg12594.t1
OG0009294	FBtr0070250	jg8764.t1	FBtr0364117	jg7610.t1	jg664.t1	jg12593.t1
OG0009295	FBtr0330205	jg8762.t2	FBtr0354082	jg7611.t1	jg666.t1	jg12591.t1
OG0009296	FBtr0070245	jg8761.t1	FBtr0354353	jg7612.t1	jg667.t1	jg12590.t1
OG0009297	FBtr0330391	jg8759.t1	FBtr0216340	jg7613.t1	jg669.t1	jg12587.t1
OG0009298	FBtr0070206	jg8757.t1	FBtr0352876	jg7614.t1	jg672.t1	jg12584.t1
OG0009299	FBtr0303264	jg8756.t1	FBtr0352863	jg7615.t1	jg673.t1	jg12583.t1
OG0009300	FBtr0070207	jg8753.t1	FBtr0351411	jg7617.t1	jg675.t1	jg12581.t1
OG0009301	FBtr0070238	jg8752.t1	FBtr0352891	jg7618.t1	jg676.t1	jg12580.t1
OG0009302	FBtr0070209	jg8751.t1	FBtr0351842	jg7619.t1	jg677.t1	jg12579.t1
OG0009303	FBtr0070236	jg8748.t1	FBtr0353849	jg7622.t1	jg680.t1	jg12576.t1
OG0009304	FBtr0070211	jg8749.t1	FBtr0356597	jg7621.t1	jg679.t1	jg12577.t1
OG0009305	FBtr0070235	jg8747.t1	FBtr0362315	jg7623.t1	jg681.t1	jg12575.t1
OG0009306	FBtr0070212	jg8746.t1	FBtr0216461	jg7624.t1	jg682.t1	jg12574.t1
OG0009307	FBtr0070234	jg8745.t1	FBtr0216336	jg7625.t1	jg683.t1	jg12573.t1
OG0009308	FBtr0070213	jg8744.t1	FBtr0216462	jg7626.t1	jg684.t1	jg12572.t1
OG0009309	FBtr0070216	jg8743.t1	FBtr0216464	jg7627.t1	jg685.t1	jg12571.t1
OG0009310	FBtr0070233	jg8742.t1	FBtr0216334	jg7628.t1	jg686.t1	jg12570.t1
OG0009311	FBtr0330317	jg8741.t1	FBtr0355644	jg7629.t1	jg687.t1	jg12568.t1
OG0009312	FBtr0332292	jg8740.t1	FBtr0354635	jg7630.t1	jg688.t1	jg12567.t1
OG0009313	FBtr0112628	jg8736.t1	FBtr0362283	jg7635.t1	jg691.t1	jg12562.t1
OG0009314	FBtr0300224	jg8735.t1	FBtr0352921	jg7637.t1	jg692.t1	jg12561.t1
OG0009315	FBtr0070231	jg8734.t1	FBtr0359075	jg7638.t1	jg693.t1	jg12560.t1
OG0009316	FBtr0070230	jg8733.t1	FBtr0355450	jg7639.t1	jg694.t1	jg12559.t1
OG0009317	FBtr0070298	jg8732.t1	FBtr0216331	jg7640.t1	jg695.t1	jg12558.t1
OG0009318	FBtr0070297	jg8731.t1	FBtr0353070	jg7641.t1	jg696.t1	jg12557.t1
OG0009319	FBtr0070296	jg8730.t1	FBtr0357588	jg7642.t1	jg697.t1	jg12556.t1
OG0009320	FBtr0070253	jg8729.t1	FBtr0353554	jg7643.t1	jg698.t1	jg12555.t1
OG0009321	FBtr0070295	jg8728.t1	FBtr0224545	jg7644.t1	jg699.t1	jg12554.t1
OG0009322	FBtr0070254	jg8727.t1	FBtr0353787	jg7645.t1	jg700.t1	jg12553.t1
OG0009323	FBtr0070255	jg8726.t1	FBtr0355490	jg7646.t1	jg701.t1	jg12552.t1
OG0009324	FBtr0070257	jg8725.t1	FBtr0360543	jg7647.t1	jg702.t1	jg12551.t1
OG0009325	FBtr0070293	jg8724.t1	FBtr0354188	jg7648.t1	jg703.t1	jg12550.t1
OG0009326	FBtr0452078	jg8722.t2	FBtr0365429	jg7650.t1	jg705.t1	jg12548.t1
OG0009327	FBtr0070259	jg8721.t1	FBtr0362873	jg7651.t1	jg706.t1	jg12547.t1
OG0009328	FBtr0070289	jg8720.t1	FBtr0355158	jg7652.t1	jg707.t1	jg12546.t1
OG0009329	FBtr0070288	jg8719.t1	FBtr0360133	jg7653.t1	jg708.t1	jg12544.t1
OG0009330	FBtr0070285	jg8716.t1	FBtr0224544	jg7656.t1	jg711.t1	jg12541.t1
OG0009331	FBtr0070260	jg8715.t1	FBtr0224628	jg7657.t1	jg712.t1	jg12540.t1
OG0009332	FBtr0070284	jg8711.t1	FBtr0349459	jg7662.t1	jg720.t1	jg12534.t1
OG0009333	FBtr0330406	jg8710.t2	FBtr0361779	jg7663.t1	jg723.t1	jg12531.t1
OG0009334	FBtr0070269	jg8705.t1	FBtr0347688	jg7667.t1	jg727.t1	jg12526.t1
OG0009335	FBtr0070283	jg8704.t1	FBtr0224543	jg7668.t1	jg728.t1	jg12525.t1
OG0009336	FBtr0070270	jg8703.t1	FBtr0352265	jg7669.t1	jg729.t1	jg12524.t1
OG0009337	FBtr0308323	jg8702.t1	FBtr0350011	jg7670.t1	jg731.t1	jg12523.t1
OG0009338	FBtr0308320	jg8701.t1	FBtr0224632	jg7671.t1	jg732.t1	jg12522.t1
OG0009339	FBtr0070272	jg8699.t1	FBtr0361667	jg7674.t1	jg733.t1	jg12521.t1
OG0009340	FBtr0070279	jg8695.t1	FBtr0355055	jg7677.t1	jg736.t1	jg12517.t1
OG0009341	FBtr0070277	jg8690.t1	FBtr0363863	jg7686.t1	jg739.t1	jg12513.t1
OG0009342	FBtr0339272	jg8687.t3	FBtr0358708	jg7691.t1	jg742.t2	jg12510.t3
OG0009343	FBtr0302658	jg8681.t1	FBtr0351025	jg7695.t1	jg748.t1	jg12505.t1
OG0009344	FBtr0070372	jg8680.t1	FBtr0224537	jg7696.t1	jg749.t1	jg12504.t1
OG0009345	FBtr0070371	jg8679.t2	FBtr0363603	jg7697.t2	jg750.t2	jg12503.t2
OG0009346	FBtr0070369	jg8678.t1	FBtr0354218	jg7698.t1	jg751.t1	jg12502.t1
OG0009347	FBtr0070308	jg8677.t1	FBtr0347668	jg7699.t1	jg752.t1	jg12501.t1
OG0009348	FBtr0070367	jg8676.t1	FBtr0364666	jg7700.t1	jg753.t1	jg12500.t1
OG0009349	FBtr0070310	jg8675.t1	FBtr0349601	jg7701.t1	jg754.t1	jg12499.t1
OG0009350	FBtr0070366	jg8674.t1	FBtr0216321	jg7702.t1	jg755.t1	jg12498.t1
OG0009351	FBtr0070311	jg8673.t1	FBtr0356911	jg7703.t1	jg756.t1	jg12497.t1
OG0009352	FBtr0070364	jg8146.t1	FBtr0216319	jg1934.t1	jg1276.t1	jg11987.t1
OG0009353	FBtr0070313	jg8147.t1	FBtr0216485	jg1933.t1	jg1275.t1	jg11988.t1
OG0009354	FBtr0070363	jg8148.t1	FBtr0357458	jg1932.t1	jg1274.t1	jg11989.t1
OG0009355	FBtr0070314	jg8149.t1	FBtr0360933	jg1931.t1	jg1273.t1	jg11990.t1
OG0009356	FBtr0089988	jg8150.t1	FBtr0348386	jg1930.t1	jg1272.t1	jg11991.t1
OG0009357	FBtr0332581	jg8151.t1	FBtr0355936	jg1929.t1	jg1271.t1	jg11992.t1
OG0009358	FBtr0070355	jg8152.t1	FBtr0216312	jg1928.t1	jg1270.t1	jg11993.t1
OG0009359	FBtr0332580	jg8153.t1	FBtr0216311	jg1927.t1	jg1269.t1	jg11994.t1
OG0009360	FBtr0070315	jg8155.t2	FBtr0359404	jg1925.t1	jg1267.t1	jg11996.t1
OG0009361	FBtr0070316	jg8154.t2	FBtr0348906	jg1926.t1	jg1268.t1	jg11995.t1
OG0009362	FBtr0070350	jg8156.t1	FBtr0362862	jg1924.t1	jg1266.t1	jg11997.t1
OG0009363	FBtr0070317	jg8157.t1	FBtr0365426	jg1922.t1	jg1265.t1	jg11998.t1
OG0009364	FBtr0070318	jg8158.t1	FBtr0216487	jg1921.t2	jg1264.t1	jg11999.t1
OG0009365	FBtr0070349	jg8159.t1	FBtr0216310	jg1920.t1	jg1263.t1	jg12000.t1
OG0009366	FBtr0070321	jg8160.t1	FBtr0216489	jg1919.t1	jg1262.t1	jg12001.t1
OG0009367	FBtr0070347	jg8165.t1	FBtr0355332	jg1915.t1	jg1255.t1	jg12009.t1
OG0009368	FBtr0307289	jg8166.t3	FBtr0348755	jg1914.t3	jg1254.t1	jg12010.t2
OG0009369	FBtr0070346	jg8168.t1	FBtr0355368	jg1912.t1	jg1252.t2	jg12012.t1
OG0009370	FBtr0070342	jg8169.t1	FBtr0224529	jg1911.t1	jg1251.t1	jg12013.t1
OG0009371	FBtr0070341	jg8170.t1	FBtr0350624	jg1910.t1	jg1250.t1	jg12014.t1
OG0009372	FBtr0340108	jg8171.t1	FBtr0361024	jg1909.t1	jg1249.t1	jg12015.t1
OG0009373	FBtr0070340	jg8172.t1	FBtr0352988	jg1908.t1	jg1248.t1	jg12016.t1
OG0009374	FBtr0070339	jg8173.t1	FBtr0224527	jg1906.t1	jg1247.t1	jg12017.t1
OG0009375	FBtr0070338	jg8174.t1	FBtr0224526	jg1905.t1	jg1246.t1	jg12018.t1
OG0009376	FBtr0070328	jg8176.t1	FBtr0364541	jg1903.t1	jg1244.t1	jg12020.t1
OG0009377	FBtr0070330	jg8178.t1	FBtr0216494	jg1902.t1	jg1242.t1	jg12022.t1
OG0009378	FBtr0070331	jg8179.t1	FBtr0216304	jg1901.t1	jg1241.t1	jg12023.t1
OG0009379	FBtr0070434	jg8181.t1	FBtr0216303	jg1899.t1	jg1239.t1	jg12025.t1
OG0009380	FBtr0070376	jg8182.t1	FBtr0361592	jg1898.t1	jg1238.t1	jg12026.t1
OG0009381	FBtr0070379	jg8186.t1	FBtr0352049	jg1896.t1	jg1235.t1	jg12029.t1
OG0009382	FBtr0070381	jg8188.t1	FBtr0361688	jg1894.t1	jg1232.t1	jg12032.t1
OG0009383	FBtr0070384	jg8189.t1	FBtr0351416	jg1893.t1	jg1231.t1	jg12033.t1
OG0009384	FBtr0070429	jg8191.t1	FBtr0358507	jg1891.t1	jg1229.t1	jg12034.t1
OG0009385	FBtr0070428	jg8192.t1	FBtr0363781	jg1890.t1	jg1228.t1	jg12035.t1
OG0009386	FBtr0070385	jg8195.t1	FBtr0349032	jg1889.t1	jg1226.t1	jg12036.t1
OG0009387	FBtr0070386	jg8196.t1	FBtr0216501	jg1888.t1	jg1225.t1	jg12037.t1
OG0009388	FBtr0070388	jg8199.t1	FBtr0216504	jg1885.t1	jg1221.t1	jg12040.t1
OG0009389	FBtr0070389	jg8200.t1	FBtr0216505	jg1884.t1	jg1220.t1	jg12041.t1
OG0009390	FBtr0070425	jg8201.t1	FBtr0358475	jg1883.t1	jg1219.t1	jg12042.t1
OG0009391	FBtr0070390	jg8202.t1	FBtr0355351	jg1882.t1	jg1218.t1	jg12043.t1
OG0009392	FBtr0290085	jg8203.t1	FBtr0355727	jg1881.t1	jg1217.t1	jg12044.t1
OG0009393	FBtr0070392	jg8204.t1	FBtr0364197	jg1880.t1	jg1216.t1	jg12045.t1
OG0009394	FBtr0070424	jg8206.t1	FBtr0216296	jg1879.t1	jg1214.t1	jg12047.t1
OG0009395	FBtr0070393	jg8207.t1	FBtr0355389	jg1878.t1	jg1213.t1	jg12048.t1
OG0009396	FBtr0070423	jg8208.t1	FBtr0353110	jg1877.t1	jg1212.t1	jg12049.t1
OG0009397	FBtr0070422	jg8210.t1	FBtr0354430	jg8147.t1	jg1210.t1	jg12051.t1
OG0009398	FBtr0070420	jg8211.t1	FBtr0353440	jg8146.t1	jg1209.t1	jg12053.t1
OG0009399	FBtr0332380	jg8212.t1	FBtr0216507	jg8145.t1	jg1208.t1	jg12054.t1
OG0009400	FBtr0342766	jg8213.t1	FBtr0360629	jg8144.t1	jg1207.t1	jg12055.t1
OG0009401	FBtr0070419	jg8214.t1	FBtr0352190	jg8143.t1	jg1206.t1	jg12056.t1
OG0009402	FBtr0070396	jg8215.t1	FBtr0360708	jg8142.t1	jg1205.t1	jg12057.t1
OG0009403	FBtr0070397	jg8216.t1	FBtr0348066	jg8141.t1	jg1204.t1	jg12058.t1
OG0009404	FBtr0070418	jg8217.t1	FBtr0360423	jg8140.t1	jg1203.t1	jg12059.t1
OG0009405	FBtr0070417	jg8218.t1	FBtr0352264	jg8139.t1	jg1202.t1	jg12060.t1
OG0009406	FBtr0070416	jg8219.t1	FBtr0216289	jg8138.t1	jg1201.t1	jg12061.t1
OG0009407	FBtr0474238	jg8220.t1	FBtr0359314	jg8137.t1	jg1200.t1	jg12062.t1
OG0009408	FBtr0070414	jg8221.t1	FBtr0216287	jg8136.t1	jg1199.t1	jg12063.t1
OG0009410	FBtr0070408	jg8227.t1	FBtr0361444	jg8132.t1	jg1195.t1	jg12069.t1
OG0009411	FBtr0070407	jg8228.t1	FBtr0361820	jg8131.t1	jg1194.t1	jg12070.t1
OG0009412	FBtr0070399	jg8229.t1	FBtr0356055	jg8130.t1	jg1192.t1	jg12072.t1
OG0009413	FBtr0070406	jg8231.t1	FBtr0356069	jg8128.t1	jg1190.t1	jg12074.t1
OG0009414	FBtr0070401	jg8232.t1	FBtr0216517	jg8127.t1	jg1189.t1	jg12075.t1
OG0009415	FBtr0070405	jg8233.t1	FBtr0356397	jg8126.t1	jg1188.t1	jg12076.t1
OG0009416	FBtr0343597	jg8234.t1	FBtr0347841	jg8125.t1	jg1187.t1	jg12077.t1
OG0009417	FBtr0333529	jg8238.t1	FBtr0362222	jg8122.t1	jg1184.t2	jg12080.t1
OG0009418	FBtr0070462	jg8239.t2	FBtr0216275	jg8120.t1	jg1183.t1	jg12081.t1
OG0009419	FBtr0070460	jg8240.t1	FBtr0348097	jg8119.t1	jg1182.t1	jg12083.t1
OG0009420	FBtr0308831	jg8241.t1	FBtr0216274	jg8118.t1	jg1181.t1	jg12084.t1
OG0009421	FBtr0334883	jg8244.t1	FBtr0364858	jg8115.t1	jg1178.t1	jg12087.t1
OG0009422	FBtr0331161	jg8243.t1	FBtr0216518	jg8116.t1	jg1179.t1	jg12086.t1
OG0009423	FBtr0342819	jg8245.t2	FBtr0363094	jg8114.t1	jg1177.t1	jg12088.t1
OG0009424	FBtr0308565	jg8246.t1	FBtr0363910	jg8111.t1	jg1175.t1	jg12090.t1
OG0009425	FBtr0070437	jg8248.t1	FBtr0216519	jg8109.t1	jg1173.t1	jg12092.t1
OG0009426	FBtr0300707	jg8249.t2	FBtr0362258	jg8108.t2	jg1171.t1	jg12094.t1
OG0009427	FBtr0070438	jg8250.t1	FBtr0216520	jg8107.t1	jg1170.t1	jg12095.t1
OG0009428	FBtr0070439	jg8252.t1	FBtr0347667	jg8106.t1	jg1169.t1	jg12096.t1
OG0009429	FBtr0070448	jg8253.t1	FBtr0363095	jg8105.t1	jg1168.t1	jg12097.t1
OG0009430	FBtr0070441	jg8254.t1	FBtr0224643	jg8104.t1	jg1167.t1	jg12098.t1
OG0009431	FBtr0070447	jg8255.t1	FBtr0348484	jg8103.t1	jg1166.t1	jg12099.t1
OG0009432	FBtr0070442	jg8258.t1	FBtr0349891	jg8101.t1	jg1163.t1	jg12102.t1
OG0009433	FBtr0340092	jg8259.t1	FBtr0363529	jg8100.t1	jg1162.t1	jg12103.t1
OG0009434	FBtr0331587	jg8260.t1	FBtr0359526	jg8099.t1	jg1161.t1	jg12104.t1
OG0009435	FBtr0070506	jg8263.t1	FBtr0224517	jg8096.t1	jg1158.t1	jg12108.t1
OG0009436	FBtr0070505	jg8264.t1	FBtr0224516	jg8095.t1	jg1157.t1	jg12109.t1
OG0009437	FBtr0070477	jg8265.t1	FBtr0353303	jg8093.t1	jg1156.t1	jg12110.t1
OG0009438	FBtr0070504	jg8266.t1	FBtr0224515	jg8091.t1	jg1155.t1	jg12111.t1
OG0009439	FBtr0070502	jg8267.t1	FBtr0347855	jg8090.t1	jg1154.t1	jg12112.t1
OG0009440	FBtr0070478	jg8268.t1	FBtr0362329	jg8089.t1	jg1153.t1	jg12113.t1
OG0009441	FBtr0273276	jg8269.t1	FBtr0353525	jg8088.t1	jg1152.t1	jg12114.t1
OG0009442	FBtr0070479	jg8270.t1	FBtr0216526	jg8087.t1	jg1151.t1	jg12115.t1
OG0009443	FBtr0273279	jg8271.t1	FBtr0216268	jg8086.t1	jg1150.t1	jg12116.t1
OG0009444	FBtr0070480	jg8272.t1	FBtr0216527	jg8085.t1	jg1149.t1	jg12117.t1
OG0009445	FBtr0070499	jg8273.t1	FBtr0348031	jg8084.t1	jg1148.t1	jg12118.t1
OG0009446	FBtr0070498	jg8275.t1	FBtr0348856	jg8082.t1	jg1146.t1	jg12120.t1
OG0009447	FBtr0070484	jg8276.t1	FBtr0361448	jg8081.t1	jg1145.t1	jg12121.t1
OG0009448	FBtr0070485	jg8277.t1	FBtr0349930	jg8080.t1	jg1144.t1	jg12122.t1
OG0009449	FBtr0070486	jg8278.t1	FBtr0363329	jg8079.t1	jg1143.t1	jg12123.t1
OG0009450	FBtr0070487	jg8279.t1	FBtr0360452	jg8078.t1	jg1142.t1	jg12124.t1
OG0009451	FBtr0070488	jg8281.t1	FBtr0359051	jg8076.t1	jg1140.t1	jg12126.t1
OG0009452	FBtr0070495	jg8282.t1	FBtr0216265	jg8075.t1	jg1139.t1	jg12127.t1
OG0009453	FBtr0070491	jg8284.t1	FBtr0216263	jg8074.t1	jg1138.t1	jg12128.t1
OG0009454	FBtr0070489	jg8287.t1	FBtr0216530	jg8072.t1	jg1135.t1	jg12131.t1
OG0009455	FBtr0070566	jg8288.t1	FBtr0216260	jg8070.t1	jg1133.t1	jg12133.t1
OG0009456	FBtr0070565	jg8289.t1	FBtr0357890	jg8069.t1	jg1132.t1	jg12134.t1
OG0009457	FBtr0070546	jg8291.t1	FBtr0224649	jg8067.t1	jg1130.t1	jg12136.t1
OG0009458	FBtr0301058	jg8293.t1	FBtr0356355	jg8066.t1	jg1129.t1	jg12137.t1
OG0009459	FBtr0070563	jg8294.t1	FBtr0360747	jg8065.t1	jg1128.t1	jg12138.t1
OG0009460	FBtr0070550	jg8295.t1	FBtr0351797	jg8064.t1	jg1127.t1	jg12139.t1
OG0009461	FBtr0070551	jg8296.t1	FBtr0216534	jg8063.t1	jg1126.t1	jg12140.t1
OG0009462	FBtr0070552	jg8297.t1	FBtr0216535	jg8062.t1	jg1125.t1	jg12141.t1
OG0009463	FBtr0070553	jg8298.t1	FBtr0216536	jg8061.t1	jg1124.t1	jg12142.t1
OG0009464	FBtr0070554	jg8299.t1	FBtr0224650	jg8060.t1	jg1123.t1	jg12143.t1
OG0009465	FBtr0070555	jg8300.t1	FBtr0364430	jg8059.t1	jg1122.t1	jg12144.t1
OG0009466	FBtr0070556	jg8301.t1	FBtr0355760	jg8058.t1	jg1121.t1	jg12145.t1
OG0009467	FBtr0070557	jg8302.t1	FBtr0216537	jg8057.t1	jg1120.t1	jg12146.t1
OG0009468	FBtr0070558	jg8303.t1	FBtr0216538	jg8056.t1	jg1119.t1	jg12147.t1
OG0009469	FBtr0070561	jg8306.t1	FBtr0348947	jg8052.t1	jg1117.t1	jg12149.t1
OG0009470	FBtr0070507	jg8308.t1	FBtr0350598	jg8050.t1	jg1115.t1	jg12151.t1
OG0009471	FBtr0070542	jg8309.t1	FBtr0216251	jg8049.t1	jg1113.t1	jg12152.t1
