OG	Dtei	Dsim	Dyak	Dmel	Dsan
OG0008452.intron4	jg8232.t1.intron4	FBtr0361230.intron4	jg13130.t1.intron4	FBtr0113347.intron4	jg5143.t1.intron4
OG0008452.intron5	jg8232.t1.intron5	FBtr0361230.intron5	jg13130.t1.intron5	FBtr0113347.intron5	jg5143.t1.intron5
OG0008453.intron1	jg8231.t1.intron1	FBtr0218272.intron1	jg13131.t1.intron1	FBtr0084473.intron1	jg5144.t1.intron1
OG0008454.intron2	jg8229.t1.intron2	FBtr0220941.intron2	jg13134.t1.intron2	FBtr0114504.intron2	jg5146.t1.intron2
OG0008455.intron1	jg8228.t1.intron1	FBtr0348281.intron1	jg13135.t1.intron1	FBtr0084445.intron1	jg5147.t1.intron1
OG0008455.intron2	jg8228.t1.intron2	FBtr0348281.intron2	jg13135.t1.intron2	FBtr0084445.intron2	jg5147.t1.intron2
OG0008456.intron1	jg8227.t1.intron1	FBtr0218271.intron1	jg13136.t1.intron1	FBtr0084472.intron1	jg5148.t1.intron1
OG0008456.intron2	jg8227.t1.intron2	FBtr0218271.intron2	jg13136.t1.intron2	FBtr0084472.intron2	jg5148.t1.intron2
OG0008456.intron3	jg8227.t1.intron3	FBtr0218271.intron3	jg13136.t1.intron3	FBtr0084472.intron3	jg5148.t1.intron3
OG0008456.intron4	jg8227.t1.intron4	FBtr0218271.intron4	jg13136.t1.intron4	FBtr0084472.intron4	jg5148.t1.intron4
OG0008457.intron3	jg8224.t1.intron3	FBtr0354205.intron1	jg13138.t1.intron1	FBtr0084446.intron1	jg5150.t1.intron3
OG0008457.intron4	jg8224.t1.intron4	FBtr0354205.intron2	jg13138.t1.intron2	FBtr0084446.intron2	jg5150.t1.intron4
OG0008457.intron5	jg8224.t1.intron5	FBtr0354205.intron3	jg13138.t1.intron3	FBtr0084446.intron3	jg5150.t1.intron5
OG0008458.intron1	jg8223.t1.intron1	FBtr0218269.intron1	jg13139.t1.intron1	FBtr0084469.intron1	jg5151.t1.intron1
OG0008458.intron2	jg8223.t1.intron2	FBtr0218269.intron2	jg13139.t1.intron2	FBtr0084469.intron2	jg5151.t1.intron2
OG0008458.intron3	jg8223.t1.intron3	FBtr0218269.intron3	jg13139.t1.intron3	FBtr0084469.intron3	jg5151.t1.intron3
OG0008459.intron2	jg8222.t1.intron3	FBtr0359625.intron3	jg13140.t1.intron3	FBtr0084450.intron2	jg5152.t1.intron3
OG0008459.intron3	jg8222.t1.intron4	FBtr0359625.intron4	jg13140.t1.intron4	FBtr0084450.intron3	jg5152.t1.intron4
OG0008459.intron4	jg8222.t1.intron5	FBtr0359625.intron5	jg13140.t1.intron5	FBtr0084450.intron4	jg5152.t1.intron5
OG0008460.intron1	jg8221.t1.intron1	FBtr0218268.intron1	jg13141.t1.intron1	FBtr0084468.intron1	jg5153.t1.intron1
OG0008461.intron1	jg8220.t1.intron1	FBtr0220945.intron1	jg13142.t1.intron1	FBtr0084452.intron1	jg5154.t1.intron1
OG0008461.intron2	jg8220.t1.intron2	FBtr0220945.intron2	jg13142.t1.intron2	FBtr0084452.intron2	jg5154.t1.intron2
OG0008462.intron1	jg8219.t1.intron1	FBtr0218267.intron1	jg13143.t1.intron1	FBtr0084467.intron1	jg5155.t1.intron1
OG0008462.intron2	jg8219.t1.intron2	FBtr0218267.intron2	jg13143.t1.intron2	FBtr0084467.intron2	jg5155.t1.intron2
OG0008462.intron3	jg8219.t1.intron3	FBtr0218267.intron3	jg13143.t1.intron3	FBtr0084467.intron3	jg5155.t1.intron3
OG0008462.intron4	jg8219.t1.intron4	FBtr0218267.intron4	jg13143.t1.intron4	FBtr0084467.intron4	jg5155.t1.intron4
OG0008462.intron5	jg8219.t1.intron5	FBtr0218267.intron5	jg13143.t1.intron5	FBtr0084467.intron5	jg5155.t1.intron5
OG0008462.intron6	jg8219.t1.intron6	FBtr0218267.intron6	jg13143.t1.intron6	FBtr0084467.intron6	jg5155.t1.intron6
OG0008463.intron2	jg8218.t1.intron2	FBtr0220946.intron2	jg13144.t1.intron2	FBtr0084453.intron2	jg5156.t1.intron2
OG0008463.intron3	jg8218.t1.intron3	FBtr0220946.intron3	jg13144.t1.intron3	FBtr0084453.intron3	jg5156.t1.intron3
OG0008464.intron1	jg8217.t1.intron1	FBtr0218266.intron1	jg13145.t1.intron1	FBtr0084466.intron1	jg5157.t1.intron1
OG0008464.intron2	jg8217.t1.intron2	FBtr0218266.intron2	jg13145.t1.intron2	FBtr0084466.intron2	jg5157.t1.intron2
OG0008464.intron3	jg8217.t1.intron3	FBtr0218266.intron3	jg13145.t1.intron3	FBtr0084466.intron3	jg5157.t1.intron3
OG0008465.intron1	jg8216.t1.intron1	FBtr0218265.intron1	jg13146.t1.intron1	FBtr0084464.intron1	jg5158.t1.intron1
OG0008465.intron2	jg8216.t1.intron2	FBtr0218265.intron2	jg13146.t1.intron2	FBtr0084464.intron2	jg5158.t1.intron2
OG0008465.intron3	jg8216.t1.intron3	FBtr0218265.intron3	jg13146.t1.intron3	FBtr0084464.intron3	jg5158.t1.intron3
OG0008466.intron1	jg8215.t1.intron1	FBtr0354982.intron1	jg13147.t1.intron1	FBtr0084455.intron1	jg5159.t1.intron1
OG0008466.intron2	jg8215.t1.intron2	FBtr0354982.intron2	jg13147.t1.intron2	FBtr0084455.intron2	jg5159.t1.intron2
OG0008466.intron5	jg8215.t1.intron4	FBtr0354982.intron5	jg13147.t1.intron4	FBtr0084455.intron5	jg5159.t1.intron4
OG0008466.intron6	jg8215.t1.intron5	FBtr0354982.intron6	jg13147.t1.intron5	FBtr0084455.intron6	jg5159.t1.intron5
OG0008466.intron7	jg8215.t1.intron6	FBtr0354982.intron7	jg13147.t1.intron6	FBtr0084455.intron7	jg5159.t1.intron6
OG0008468.intron1	jg8213.t1.intron1	FBtr0220948.intron1	jg13149.t1.intron1	FBtr0084458.intron1	jg5161.t1.intron1
OG0008468.intron2	jg8213.t1.intron2	FBtr0220948.intron2	jg13149.t1.intron2	FBtr0084458.intron2	jg5161.t1.intron2
OG0008469.intron1	jg8212.t1.intron1	FBtr0218263.intron1	jg13150.t1.intron1	FBtr0084462.intron1	jg5162.t1.intron1
OG0008469.intron2	jg8212.t1.intron2	FBtr0218263.intron2	jg13150.t1.intron2	FBtr0084462.intron2	jg5162.t1.intron2
OG0008470.intron1	jg8211.t1.intron1	FBtr0218262.intron1	jg13151.t1.intron1	FBtr0084461.intron1	jg5163.t1.intron1
OG0008471.intron1	jg8210.t1.intron1	FBtr0351154.intron1	jg13152.t1.intron1	FBtr0084460.intron1	jg5164.t1.intron1
OG0008471.intron2	jg8210.t1.intron2	FBtr0351154.intron2	jg13152.t1.intron2	FBtr0084460.intron2	jg5164.t1.intron2
OG0008471.intron3	jg8210.t1.intron3	FBtr0351154.intron3	jg13152.t1.intron3	FBtr0084460.intron3	jg5164.t1.intron3
OG0008471.intron6	jg8210.t1.intron6	FBtr0351154.intron6	jg13152.t1.intron6	FBtr0084460.intron6	jg5164.t1.intron6
OG0008471.intron7	jg8210.t1.intron7	FBtr0351154.intron7	jg13152.t1.intron7	FBtr0084460.intron7	jg5164.t1.intron7
OG0008471.intron8	jg8210.t1.intron8	FBtr0351154.intron8	jg13152.t1.intron8	FBtr0084460.intron8	jg5164.t1.intron8
OG0008472.intron1	jg8209.t1.intron1	FBtr0348945.intron1	jg13153.t1.intron1	FBtr0304729.intron1	jg5165.t1.intron1
OG0008472.intron2	jg8209.t1.intron2	FBtr0348945.intron2	jg13153.t1.intron2	FBtr0304729.intron2	jg5165.t1.intron2
OG0008472.intron3	jg8209.t1.intron3	FBtr0348945.intron3	jg13153.t1.intron3	FBtr0304729.intron3	jg5165.t1.intron3
OG0008472.intron4	jg8209.t1.intron4	FBtr0348945.intron4	jg13153.t1.intron4	FBtr0304729.intron4	jg5165.t1.intron4
OG0008472.intron5	jg8209.t1.intron5	FBtr0348945.intron5	jg13153.t1.intron5	FBtr0304729.intron5	jg5165.t1.intron5
OG0008472.intron6	jg8209.t1.intron6	FBtr0348945.intron6	jg13153.t1.intron6	FBtr0304729.intron6	jg5165.t1.intron6
OG0008472.intron7	jg8209.t1.intron7	FBtr0348945.intron7	jg13153.t1.intron7	FBtr0304729.intron7	jg5165.t1.intron7
OG0008472.intron10	jg8209.t1.intron10	FBtr0348945.intron10	jg13153.t1.intron9	FBtr0304729.intron10	jg5165.t1.intron10
OG0008472.intron11	jg8209.t1.intron11	FBtr0348945.intron11	jg13153.t1.intron10	FBtr0304729.intron11	jg5165.t1.intron11
OG0008472.intron12	jg8209.t1.intron12	FBtr0348945.intron12	jg13153.t1.intron11	FBtr0304729.intron12	jg5165.t1.intron12
OG0008472.intron13	jg8209.t1.intron13	FBtr0348945.intron13	jg13153.t1.intron12	FBtr0304729.intron13	jg5165.t1.intron13
OG0008472.intron14	jg8209.t1.intron14	FBtr0348945.intron14	jg13153.t1.intron13	FBtr0304729.intron14	jg5165.t1.intron14
OG0008473.intron1	jg8208.t1.intron1	FBtr0218260.intron1	jg13154.t1.intron1	FBtr0084529.intron1	jg5166.t1.intron1
OG0008473.intron3	jg8208.t1.intron3	FBtr0218260.intron3	jg13154.t1.intron3	FBtr0084529.intron3	jg5166.t1.intron3
OG0008473.intron4	jg8208.t1.intron4	FBtr0218260.intron4	jg13154.t1.intron4	FBtr0084529.intron4	jg5166.t1.intron4
OG0008474.intron5	jg8207.t1.intron5	FBtr0364013.intron2	jg13155.t1.intron5	FBtr0089623.intron2	jg5167.t1.intron7
OG0008474.intron6	jg8207.t1.intron6	FBtr0364013.intron3	jg13155.t1.intron6	FBtr0089623.intron3	jg5167.t1.intron8
OG0008474.intron7	jg8207.t1.intron7	FBtr0364013.intron4	jg13155.t1.intron7	FBtr0089623.intron4	jg5167.t1.intron9
OG0008475.intron2	jg8206.t1.intron2	FBtr0357679.intron2	jg13156.t1.intron2	FBtr0306735.intron2	jg5168.t1.intron2
OG0008475.intron3	jg8206.t1.intron3	FBtr0357679.intron3	jg13156.t1.intron3	FBtr0306735.intron3	jg5168.t1.intron3
OG0008475.intron4	jg8206.t1.intron4	FBtr0357679.intron4	jg13156.t1.intron4	FBtr0306735.intron4	jg5168.t1.intron4
OG0008475.intron5	jg8206.t1.intron5	FBtr0357679.intron5	jg13156.t1.intron5	FBtr0306735.intron5	jg5168.t1.intron5
OG0008475.intron6	jg8206.t1.intron6	FBtr0357679.intron6	jg13156.t1.intron6	FBtr0306735.intron6	jg5168.t1.intron6
OG0008475.intron9	jg8206.t1.intron8	FBtr0357679.intron9	jg13156.t1.intron8	FBtr0306735.intron9	jg5168.t1.intron8
OG0008475.intron10	jg8206.t1.intron9	FBtr0357679.intron10	jg13156.t1.intron9	FBtr0306735.intron10	jg5168.t1.intron9
OG0008475.intron11	jg8206.t1.intron10	FBtr0357679.intron11	jg13156.t1.intron10	FBtr0306735.intron11	jg5168.t1.intron10
OG0008475.intron12	jg8206.t1.intron11	FBtr0357679.intron12	jg13156.t1.intron11	FBtr0306735.intron12	jg5168.t1.intron11
OG0008475.intron13	jg8206.t1.intron12	FBtr0357679.intron13	jg13156.t1.intron12	FBtr0306735.intron13	jg5168.t1.intron12
OG0008476.intron5	jg8204.t1.intron5	FBtr0218256.intron3	jg13157.t1.intron2	FBtr0084527.intron3	jg5169.t1.intron5
OG0008476.intron6	jg8204.t1.intron6	FBtr0218256.intron4	jg13157.t1.intron3	FBtr0084527.intron4	jg5169.t1.intron6
OG0008476.intron7	jg8204.t1.intron7	FBtr0218256.intron5	jg13157.t1.intron4	FBtr0084527.intron5	jg5169.t1.intron7
OG0008476.intron8	jg8204.t1.intron8	FBtr0218256.intron6	jg13157.t1.intron5	FBtr0084527.intron6	jg5169.t1.intron8
OG0008476.intron9	jg8204.t1.intron9	FBtr0218256.intron7	jg13157.t1.intron6	FBtr0084527.intron7	jg5169.t1.intron9
OG0008476.intron10	jg8204.t1.intron10	FBtr0218256.intron8	jg13157.t1.intron7	FBtr0084527.intron8	jg5169.t1.intron10
OG0008477.intron1	jg8203.t1.intron1	FBtr0218255.intron1	jg13159.t1.intron1	FBtr0084526.intron1	jg5170.t1.intron1
OG0008479.intron4	jg8199.t1.intron5	FBtr0349687.intron4	jg13162.t1.intron4	FBtr0330380.intron4	jg5173.t1.intron5
OG0008480.intron1	jg8198.t1.intron1	FBtr0220953.intron1	jg13163.t1.intron1	FBtr0084490.intron1	jg5174.t1.intron1
OG0008481.intron1	jg8197.t1.intron1	FBtr0220954.intron1	jg13164.t1.intron1	FBtr0084491.intron1	jg5175.t1.intron1
OG0008482.intron1	jg8196.t1.intron1	FBtr0218251.intron1	jg13165.t1.intron1	FBtr0330369.intron1	jg5176.t1.intron1
OG0008482.intron2	jg8196.t1.intron2	FBtr0218251.intron2	jg13165.t1.intron2	FBtr0330369.intron2	jg5176.t1.intron2
OG0008483.intron1	jg8194.t1.intron1	FBtr0220955.intron1	jg13167.t1.intron1	FBtr0084492.intron1	jg5178.t1.intron1
OG0008485.intron1	jg8192.t1.intron1	FBtr0220956.intron1	jg13962.t1.intron1	FBtr0084493.intron1	jg5979.t1.intron1
OG0008486.intron1	jg8191.t1.intron1	FBtr0218246.intron1	jg13961.t1.intron1	FBtr0084519.intron1	jg5978.t1.intron1
OG0008487.intron1	jg8190.t1.intron1	FBtr0220957.intron1	jg13960.t1.intron1	FBtr0084494.intron1	jg5977.t1.intron1
OG0008487.intron2	jg8190.t1.intron2	FBtr0220957.intron2	jg13960.t1.intron2	FBtr0084494.intron2	jg5977.t1.intron2
OG0008487.intron3	jg8190.t1.intron3	FBtr0220957.intron3	jg13960.t1.intron3	FBtr0084494.intron3	jg5977.t1.intron3
OG0008487.intron4	jg8190.t1.intron4	FBtr0220957.intron4	jg13960.t1.intron4	FBtr0084494.intron4	jg5977.t1.intron4
OG0008488.intron1	jg8189.t1.intron1	FBtr0218245.intron1	jg13959.t1.intron1	FBtr0089498.intron1	jg5976.t1.intron1
OG0008488.intron2	jg8189.t1.intron2	FBtr0218245.intron2	jg13959.t1.intron2	FBtr0089498.intron2	jg5976.t1.intron2
OG0008488.intron3	jg8189.t1.intron3	FBtr0218245.intron3	jg13959.t1.intron3	FBtr0089498.intron3	jg5976.t1.intron3
OG0008488.intron4	jg8189.t1.intron4	FBtr0218245.intron4	jg13959.t1.intron4	FBtr0089498.intron4	jg5976.t1.intron4
OG0008488.intron5	jg8189.t1.intron5	FBtr0218245.intron5	jg13959.t1.intron5	FBtr0089498.intron5	jg5976.t1.intron5
OG0008489.intron2	jg8188.t1.intron2	FBtr0218244.intron1	jg13958.t1.intron2	FBtr0084513.intron1	jg5975.t1.intron2
OG0008489.intron3	jg8188.t1.intron3	FBtr0218244.intron2	jg13958.t1.intron3	FBtr0084513.intron2	jg5975.t1.intron3
OG0008489.intron4	jg8188.t1.intron4	FBtr0218244.intron3	jg13958.t1.intron4	FBtr0084513.intron3	jg5975.t1.intron4
OG0008489.intron5	jg8188.t1.intron5	FBtr0218244.intron4	jg13958.t1.intron5	FBtr0084513.intron4	jg5975.t1.intron5
OG0008490.intron1	jg8187.t1.intron1	FBtr0218242.intron1	jg13956.t1.intron1	FBtr0084511.intron1	jg5974.t1.intron1
OG0008490.intron2	jg8187.t1.intron2	FBtr0218242.intron2	jg13956.t1.intron2	FBtr0084511.intron2	jg5974.t1.intron2
OG0008490.intron3	jg8187.t1.intron3	FBtr0218242.intron3	jg13956.t1.intron3	FBtr0084511.intron3	jg5974.t1.intron3
OG0008490.intron4	jg8187.t1.intron4	FBtr0218242.intron4	jg13956.t1.intron4	FBtr0084511.intron4	jg5974.t1.intron4
OG0008490.intron5	jg8187.t1.intron5	FBtr0218242.intron5	jg13956.t1.intron5	FBtr0084511.intron5	jg5974.t1.intron5
OG0008491.intron1	jg8186.t1.intron1	FBtr0220958.intron1	jg13955.t1.intron1	FBtr0084496.intron1	jg5973.t1.intron1
OG0008491.intron2	jg8186.t1.intron2	FBtr0220958.intron2	jg13955.t1.intron2	FBtr0084496.intron2	jg5973.t1.intron2
OG0008491.intron3	jg8186.t1.intron3	FBtr0220958.intron3	jg13955.t1.intron3	FBtr0084496.intron3	jg5973.t1.intron3
OG0008491.intron4	jg8186.t1.intron4	FBtr0220958.intron4	jg13955.t1.intron4	FBtr0084496.intron4	jg5973.t1.intron4
OG0008492.intron3	jg8183.t2.intron3	FBtr0360930.intron9	jg13952.t1.intron3	FBtr0330371.intron9	jg5970.t1.intron3
OG0008492.intron8	jg8183.t2.intron8	FBtr0360930.intron13	jg13952.t1.intron8	FBtr0330371.intron13	jg5970.t1.intron8
OG0008492.intron9	jg8183.t2.intron9	FBtr0360930.intron14	jg13952.t1.intron9	FBtr0330371.intron14	jg5970.t1.intron9
OG0008493.intron1	jg8181.t1.intron1	FBtr0350971.intron1	jg13950.t1.intron1	FBtr0084510.intron1	jg5968.t1.intron1
OG0008495.intron1	jg8179.t1.intron1	FBtr0352835.intron1	jg13948.t1.intron1	FBtr0330370.intron1	jg5966.t1.intron1
OG0008495.intron2	jg8179.t1.intron2	FBtr0352835.intron2	jg13948.t1.intron2	FBtr0330370.intron2	jg5966.t1.intron2
OG0008495.intron3	jg8179.t1.intron3	FBtr0352835.intron3	jg13948.t1.intron3	FBtr0330370.intron3	jg5966.t1.intron3
OG0008495.intron4	jg8179.t1.intron4	FBtr0352835.intron4	jg13948.t1.intron4	FBtr0330370.intron4	jg5966.t1.intron4
OG0008495.intron5	jg8179.t1.intron5	FBtr0352835.intron5	jg13948.t1.intron5	FBtr0330370.intron5	jg5966.t1.intron5
OG0008495.intron6	jg8179.t1.intron6	FBtr0352835.intron6	jg13948.t1.intron6	FBtr0330370.intron6	jg5966.t1.intron6
OG0008496.intron1	jg8178.t1.intron1	FBtr0220962.intron1	jg13947.t1.intron1	FBtr0084503.intron1	jg5965.t1.intron1
OG0008496.intron2	jg8178.t1.intron2	FBtr0220962.intron2	jg13947.t1.intron2	FBtr0084503.intron2	jg5965.t1.intron2
OG0008497.intron2	jg8176.t1.intron2	FBtr0348874.intron2	jg13946.t1.intron3	FBtr0084505.intron2	jg5963.t1.intron2
OG0008498.intron1	jg8174.t1.intron1	FBtr0218239.intron1	jg13944.t1.intron1	FBtr0084506.intron1	jg5961.t1.intron1
OG0008498.intron2	jg8174.t1.intron2	FBtr0218239.intron2	jg13944.t1.intron2	FBtr0084506.intron2	jg5961.t1.intron2
OG0008498.intron3	jg8174.t1.intron3	FBtr0218239.intron3	jg13944.t1.intron3	FBtr0084506.intron3	jg5961.t1.intron3
OG0008498.intron4	jg8174.t1.intron4	FBtr0218239.intron4	jg13944.t1.intron4	FBtr0084506.intron4	jg5961.t1.intron4
OG0008498.intron6	jg8174.t1.intron6	FBtr0218239.intron7	jg13944.t1.intron6	FBtr0084506.intron7	jg5961.t1.intron7
OG0008498.intron7	jg8174.t1.intron7	FBtr0218239.intron8	jg13944.t1.intron7	FBtr0084506.intron8	jg5961.t1.intron8
OG0008498.intron8	jg8174.t1.intron8	FBtr0218239.intron9	jg13944.t1.intron8	FBtr0084506.intron9	jg5961.t1.intron9
OG0008498.intron9	jg8174.t1.intron9	FBtr0218239.intron10	jg13944.t1.intron9	FBtr0084506.intron10	jg5961.t1.intron10
OG0008499.intron1	jg8173.t1.intron1	FBtr0220964.intron1	jg13943.t1.intron1	FBtr0084532.intron1	jg5960.t1.intron1
OG0008499.intron2	jg8173.t1.intron2	FBtr0220964.intron2	jg13943.t1.intron2	FBtr0084532.intron2	jg5960.t1.intron2
OG0008500.intron1	jg8172.t2.intron1	FBtr0363811.intron1	jg13942.t2.intron1	FBtr0084596.intron1	jg5959.t1.intron1
OG0008500.intron2	jg8172.t2.intron2	FBtr0363811.intron2	jg13942.t2.intron2	FBtr0084596.intron2	jg5959.t1.intron2
OG0008500.intron3	jg8172.t2.intron3	FBtr0363811.intron3	jg13942.t2.intron3	FBtr0084596.intron3	jg5959.t1.intron3
OG0008501.intron1	jg8171.t1.intron1	FBtr0220966.intron1	jg13941.t1.intron1	FBtr0084533.intron1	jg5958.t1.intron1
OG0008501.intron2	jg8171.t1.intron2	FBtr0220966.intron2	jg13941.t1.intron2	FBtr0084533.intron2	jg5958.t1.intron2
OG0008501.intron3	jg8171.t1.intron3	FBtr0220966.intron3	jg13941.t1.intron3	FBtr0084533.intron3	jg5958.t1.intron3
OG0008501.intron4	jg8171.t1.intron4	FBtr0220966.intron4	jg13941.t1.intron4	FBtr0084533.intron4	jg5958.t1.intron4
OG0008501.intron5	jg8171.t1.intron5	FBtr0220966.intron5	jg13941.t1.intron5	FBtr0084533.intron5	jg5958.t1.intron5
OG0008502.intron1	jg8170.t2.intron1	FBtr0353139.intron1	jg13940.t1.intron1	FBtr0084591.intron1	jg5957.t2.intron1
OG0008502.intron2	jg8170.t2.intron2	FBtr0353139.intron2	jg13940.t1.intron2	FBtr0084591.intron2	jg5957.t2.intron2
OG0008502.intron3	jg8170.t2.intron3	FBtr0353139.intron3	jg13940.t1.intron3	FBtr0084591.intron3	jg5957.t2.intron3
OG0008504.intron1	jg8168.t1.intron1	FBtr0218237.intron1	jg13938.t1.intron1	FBtr0084590.intron1	jg5955.t1.intron1
OG0008504.intron2	jg8168.t1.intron2	FBtr0218237.intron2	jg13938.t1.intron2	FBtr0084590.intron2	jg5955.t1.intron2
OG0008511.intron1	jg8157.t1.intron1	FBtr0364682.intron1	jg13927.t1.intron1	FBtr0300705.intron1	jg5945.t1.intron1
OG0008511.intron2	jg8157.t1.intron2	FBtr0364682.intron2	jg13927.t1.intron2	FBtr0300705.intron2	jg5945.t1.intron2
OG0008513.intron2	jg8155.t1.intron2	FBtr0357833.intron2	jg13925.t1.intron2	FBtr0304161.intron2	jg5943.t1.intron3
OG0008513.intron3	jg8155.t1.intron3	FBtr0357833.intron3	jg13925.t1.intron3	FBtr0304161.intron3	jg5943.t1.intron4
OG0008513.intron4	jg8155.t1.intron4	FBtr0357833.intron4	jg13925.t1.intron4	FBtr0304161.intron4	jg5943.t1.intron5
OG0008513.intron5	jg8155.t1.intron5	FBtr0357833.intron5	jg13925.t1.intron5	FBtr0304161.intron5	jg5943.t1.intron6
OG0008513.intron6	jg8155.t1.intron6	FBtr0357833.intron6	jg13925.t1.intron6	FBtr0304161.intron6	jg5943.t1.intron7
OG0008514.intron3	jg8154.t1.intron3	FBtr0218232.intron3	jg13924.t1.intron2	FBtr0084584.intron3	jg5942.t1.intron3
OG0008514.intron4	jg8154.t1.intron4	FBtr0218232.intron4	jg13924.t1.intron3	FBtr0084584.intron4	jg5942.t1.intron4
OG0008514.intron5	jg8154.t1.intron5	FBtr0218232.intron5	jg13924.t1.intron4	FBtr0084584.intron5	jg5942.t1.intron5
OG0008514.intron6	jg8154.t1.intron6	FBtr0218232.intron6	jg13924.t1.intron5	FBtr0084584.intron6	jg5942.t1.intron6
OG0008514.intron7	jg8154.t1.intron7	FBtr0218232.intron7	jg13924.t1.intron6	FBtr0084584.intron7	jg5942.t1.intron7
OG0008515.intron1	jg8153.t1.intron1	FBtr0220976.intron1	jg13923.t1.intron1	FBtr0084546.intron1	jg5941.t1.intron1
OG0008515.intron2	jg8153.t1.intron2	FBtr0220976.intron2	jg13923.t1.intron2	FBtr0084546.intron2	jg5941.t1.intron2
OG0008515.intron3	jg8153.t1.intron3	FBtr0220976.intron3	jg13923.t1.intron3	FBtr0084546.intron3	jg5941.t1.intron3
OG0008515.intron4	jg8153.t1.intron4	FBtr0220976.intron4	jg13923.t1.intron4	FBtr0084546.intron4	jg5941.t1.intron4
OG0008515.intron5	jg8153.t1.intron5	FBtr0220976.intron5	jg13923.t1.intron5	FBtr0084546.intron5	jg5941.t1.intron5
OG0008516.intron1	jg8152.t1.intron1	FBtr0220977.intron1	jg13922.t1.intron1	FBtr0084547.intron1	jg5940.t1.intron1
OG0008516.intron2	jg8152.t1.intron2	FBtr0220977.intron2	jg13922.t1.intron2	FBtr0084547.intron2	jg5940.t1.intron2
OG0008516.intron3	jg8152.t1.intron3	FBtr0220977.intron3	jg13922.t1.intron3	FBtr0084547.intron3	jg5940.t1.intron3
OG0008516.intron4	jg8152.t1.intron4	FBtr0220977.intron4	jg13922.t1.intron4	FBtr0084547.intron4	jg5940.t1.intron4
OG0008516.intron5	jg8152.t1.intron5	FBtr0220977.intron5	jg13922.t1.intron5	FBtr0084547.intron5	jg5940.t1.intron5
OG0008517.intron2	jg8151.t1.intron2	FBtr0352255.intron1	jg13920.t1.intron1	FBtr0084549.intron1	jg5939.t1.intron6
OG0008517.intron3	jg8151.t1.intron3	FBtr0352255.intron2	jg13920.t1.intron2	FBtr0084549.intron2	jg5939.t1.intron7
OG0008517.intron4	jg8151.t1.intron4	FBtr0352255.intron3	jg13920.t1.intron3	FBtr0084549.intron3	jg5939.t1.intron8
OG0008517.intron5	jg8151.t1.intron5	FBtr0352255.intron4	jg13920.t1.intron4	FBtr0084549.intron4	jg5939.t1.intron9
OG0008517.intron6	jg8151.t1.intron6	FBtr0352255.intron5	jg13920.t1.intron5	FBtr0084549.intron5	jg5939.t1.intron10
OG0008519.intron1	jg8147.t1.intron3	FBtr0220980.intron1	jg13917.t1.intron1	FBtr0084550.intron1	jg5936.t1.intron3
OG0008520.intron1	jg8146.t1.intron1	FBtr0218227.intron1	jg13916.t1.intron1	FBtr0100516.intron1	jg5935.t1.intron1
OG0008520.intron2	jg8146.t1.intron2	FBtr0218227.intron2	jg13916.t1.intron2	FBtr0100516.intron2	jg5935.t1.intron2
OG0008520.intron4	jg8146.t1.intron6	FBtr0218227.intron6	jg13916.t1.intron4	FBtr0100516.intron6	jg5935.t1.intron6
OG0008520.intron5	jg8146.t1.intron7	FBtr0218227.intron7	jg13916.t1.intron5	FBtr0100516.intron7	jg5935.t1.intron7
OG0008520.intron10	jg8146.t1.intron13	FBtr0218227.intron13	jg13916.t1.intron10	FBtr0100516.intron13	jg5935.t1.intron14
OG0008520.intron13	jg8146.t1.intron16	FBtr0218227.intron16	jg13916.t1.intron13	FBtr0100516.intron16	jg5935.t1.intron17
OG0008521.intron1	jg8145.t1.intron1	FBtr0220981.intron1	jg13915.t1.intron1	FBtr0084551.intron1	jg5934.t1.intron1
OG0008521.intron2	jg8145.t1.intron2	FBtr0220981.intron2	jg13915.t1.intron2	FBtr0084551.intron2	jg5934.t1.intron2
OG0008522.intron2	jg8144.t1.intron2	FBtr0218226.intron2	jg13914.t1.intron2	FBtr0084577.intron2	jg5933.t1.intron2
OG0008523.intron1	jg8143.t1.intron1	FBtr0220982.intron1	jg13913.t1.intron1	FBtr0084552.intron1	jg5932.t1.intron1
OG0008523.intron2	jg8143.t1.intron2	FBtr0220982.intron2	jg13913.t1.intron2	FBtr0084552.intron2	jg5932.t1.intron2
OG0008524.intron1	jg8142.t1.intron1	FBtr0218225.intron1	jg13912.t1.intron1	FBtr0084576.intron1	jg5931.t1.intron1
OG0008524.intron2	jg8142.t1.intron2	FBtr0218225.intron2	jg13912.t1.intron2	FBtr0084576.intron2	jg5931.t1.intron2
OG0008524.intron3	jg8142.t1.intron3	FBtr0218225.intron3	jg13912.t1.intron3	FBtr0084576.intron3	jg5931.t1.intron3
OG0008524.intron4	jg8142.t1.intron4	FBtr0218225.intron4	jg13912.t1.intron4	FBtr0084576.intron4	jg5931.t1.intron4
OG0008525.intron1	jg8141.t1.intron1	FBtr0357041.intron1	jg13911.t1.intron1	FBtr0344266.intron1	jg5930.t1.intron1
OG0008526.intron1	jg8140.t1.intron1	FBtr0220985.intron1	jg13910.t1.intron1	FBtr0084554.intron1	jg5929.t1.intron1
OG0008526.intron2	jg8140.t1.intron2	FBtr0220985.intron2	jg13910.t1.intron2	FBtr0084554.intron2	jg5929.t1.intron2
