OG	Dsan_STOCAGO1482	Dsim_w501	Dtei_GT53w	Dyak_NY73PB	Dmel_ISO1
OG0009341.intron2	jg8690.t1.intron2	FBtr0363863.intron2	jg7686.t1.intron2	jg739.t1.intron2	FBtr0070277.intron2
OG0009341.intron3	jg8690.t1.intron3	FBtr0363863.intron3	jg7686.t1.intron3	jg739.t1.intron3	FBtr0070277.intron3
OG0009341.intron4	jg8690.t1.intron4	FBtr0363863.intron4	jg7686.t1.intron4	jg739.t1.intron4	FBtr0070277.intron4
OG0009342.intron5	jg8687.t3.intron5	FBtr0358708.intron5	jg7691.t1.intron5	jg742.t2.intron5	FBtr0339272.intron5
OG0009342.intron6	jg8687.t3.intron6	FBtr0358708.intron6	jg7691.t1.intron6	jg742.t2.intron6	FBtr0339272.intron6
OG0009342.intron7	jg8687.t3.intron7	FBtr0358708.intron7	jg7691.t1.intron7	jg742.t2.intron7	FBtr0339272.intron7
OG0009342.intron8	jg8687.t3.intron8	FBtr0358708.intron8	jg7691.t1.intron8	jg742.t2.intron8	FBtr0339272.intron8
OG0009342.intron9	jg8687.t3.intron9	FBtr0358708.intron9	jg7691.t1.intron9	jg742.t2.intron9	FBtr0339272.intron9
OG0009342.intron10	jg8687.t3.intron10	FBtr0358708.intron10	jg7691.t1.intron10	jg742.t2.intron10	FBtr0339272.intron10
OG0009344.intron1	jg8680.t1.intron1	FBtr0224537.intron1	jg7696.t1.intron1	jg749.t1.intron1	FBtr0070372.intron1
OG0009344.intron2	jg8680.t1.intron2	FBtr0224537.intron2	jg7696.t1.intron2	jg749.t1.intron2	FBtr0070372.intron2
OG0009344.intron3	jg8680.t1.intron3	FBtr0224537.intron3	jg7696.t1.intron3	jg749.t1.intron3	FBtr0070372.intron3
OG0009345.intron1	jg8679.t2.intron1	FBtr0363603.intron1	jg7697.t2.intron1	jg750.t2.intron1	FBtr0070371.intron1
OG0009345.intron2	jg8679.t2.intron2	FBtr0363603.intron2	jg7697.t2.intron2	jg750.t2.intron2	FBtr0070371.intron2
OG0009345.intron3	jg8679.t2.intron3	FBtr0363603.intron3	jg7697.t2.intron3	jg750.t2.intron3	FBtr0070371.intron3
OG0009345.intron4	jg8679.t2.intron4	FBtr0363603.intron4	jg7697.t2.intron4	jg750.t2.intron4	FBtr0070371.intron4
OG0009345.intron5	jg8679.t2.intron5	FBtr0363603.intron5	jg7697.t2.intron5	jg750.t2.intron5	FBtr0070371.intron5
OG0009345.intron6	jg8679.t2.intron6	FBtr0363603.intron6	jg7697.t2.intron6	jg750.t2.intron6	FBtr0070371.intron6
OG0009345.intron7	jg8679.t2.intron7	FBtr0363603.intron7	jg7697.t2.intron7	jg750.t2.intron7	FBtr0070371.intron7
OG0009346.intron1	jg8678.t1.intron2	FBtr0354218.intron1	jg7698.t1.intron2	jg751.t1.intron1	FBtr0070369.intron1
OG0009346.intron2	jg8678.t1.intron3	FBtr0354218.intron2	jg7698.t1.intron3	jg751.t1.intron2	FBtr0070369.intron2
OG0009346.intron3	jg8678.t1.intron4	FBtr0354218.intron3	jg7698.t1.intron4	jg751.t1.intron3	FBtr0070369.intron3
OG0009347.intron1	jg8677.t1.intron1	FBtr0347668.intron1	jg7699.t1.intron1	jg752.t1.intron1	FBtr0070308.intron1
OG0009347.intron2	jg8677.t1.intron2	FBtr0347668.intron2	jg7699.t1.intron2	jg752.t1.intron2	FBtr0070308.intron2
OG0009350.intron1	jg8674.t1.intron1	FBtr0216321.intron1	jg7702.t1.intron1	jg755.t1.intron1	FBtr0070366.intron1
OG0009351.intron1	jg8673.t1.intron1	FBtr0356911.intron1	jg7703.t1.intron1	jg756.t1.intron1	FBtr0070311.intron1
OG0009352.intron1	jg8146.t1.intron1	FBtr0216319.intron1	jg1934.t1.intron1	jg1276.t1.intron1	FBtr0070364.intron1
OG0009353.intron1	jg8147.t1.intron1	FBtr0216485.intron1	jg1933.t1.intron1	jg1275.t1.intron1	FBtr0070313.intron1
OG0009353.intron2	jg8147.t1.intron2	FBtr0216485.intron2	jg1933.t1.intron2	jg1275.t1.intron2	FBtr0070313.intron2
OG0009354.intron3	jg8148.t1.intron3	FBtr0357458.intron6	jg1932.t1.intron3	jg1274.t1.intron3	FBtr0070363.intron2
OG0009354.intron4	jg8148.t1.intron4	FBtr0357458.intron7	jg1932.t1.intron4	jg1274.t1.intron4	FBtr0070363.intron3
OG0009354.intron5	jg8148.t1.intron5	FBtr0357458.intron8	jg1932.t1.intron5	jg1274.t1.intron5	FBtr0070363.intron4
OG0009354.intron6	jg8148.t1.intron6	FBtr0357458.intron9	jg1932.t1.intron6	jg1274.t1.intron6	FBtr0070363.intron5
OG0009355.intron1	jg8149.t1.intron1	FBtr0360933.intron1	jg1931.t1.intron1	jg1273.t1.intron1	FBtr0070314.intron1
OG0009355.intron2	jg8149.t1.intron2	FBtr0360933.intron2	jg1931.t1.intron2	jg1273.t1.intron2	FBtr0070314.intron2
OG0009356.intron2	jg8150.t1.intron2	FBtr0348386.intron2	jg1930.t1.intron2	jg1272.t1.intron2	FBtr0089988.intron2
OG0009356.intron3	jg8150.t1.intron3	FBtr0348386.intron3	jg1930.t1.intron3	jg1272.t1.intron3	FBtr0089988.intron3
OG0009356.intron4	jg8150.t1.intron4	FBtr0348386.intron4	jg1930.t1.intron4	jg1272.t1.intron4	FBtr0089988.intron4
OG0009357.intron2	jg8151.t1.intron2	FBtr0355936.intron2	jg1929.t1.intron2	jg1271.t1.intron2	FBtr0332581.intron2
OG0009357.intron3	jg8151.t1.intron3	FBtr0355936.intron3	jg1929.t1.intron3	jg1271.t1.intron3	FBtr0332581.intron3
OG0009358.intron1	jg8152.t1.intron1	FBtr0216312.intron1	jg1928.t1.intron1	jg1270.t1.intron1	FBtr0070355.intron1
OG0009359.intron1	jg8153.t1.intron1	FBtr0216311.intron1	jg1927.t1.intron1	jg1269.t1.intron1	FBtr0332580.intron1
OG0009359.intron2	jg8153.t1.intron2	FBtr0216311.intron2	jg1927.t1.intron2	jg1269.t1.intron2	FBtr0332580.intron2
OG0009362.intron1	jg8156.t1.intron1	FBtr0362862.intron1	jg1924.t1.intron1	jg1266.t1.intron1	FBtr0070350.intron1
OG0009362.intron2	jg8156.t1.intron2	FBtr0362862.intron2	jg1924.t1.intron2	jg1266.t1.intron2	FBtr0070350.intron2
OG0009362.intron3	jg8156.t1.intron3	FBtr0362862.intron3	jg1924.t1.intron3	jg1266.t1.intron3	FBtr0070350.intron3
OG0009362.intron4	jg8156.t1.intron4	FBtr0362862.intron4	jg1924.t1.intron4	jg1266.t1.intron4	FBtr0070350.intron4
OG0009363.intron1	jg8157.t1.intron1	FBtr0365426.intron1	jg1922.t1.intron1	jg1265.t1.intron1	FBtr0070317.intron1
OG0009363.intron2	jg8157.t1.intron2	FBtr0365426.intron2	jg1922.t1.intron2	jg1265.t1.intron2	FBtr0070317.intron2
OG0009363.intron3	jg8157.t1.intron3	FBtr0365426.intron3	jg1922.t1.intron3	jg1265.t1.intron3	FBtr0070317.intron3
OG0009363.intron4	jg8157.t1.intron4	FBtr0365426.intron4	jg1922.t1.intron4	jg1265.t1.intron4	FBtr0070317.intron4
OG0009363.intron5	jg8157.t1.intron5	FBtr0365426.intron5	jg1922.t1.intron5	jg1265.t1.intron5	FBtr0070317.intron5
OG0009363.intron8	jg8157.t1.intron8	FBtr0365426.intron8	jg1922.t1.intron8	jg1265.t1.intron8	FBtr0070317.intron8
OG0009364.intron3	jg8158.t1.intron3	FBtr0216487.intron3	jg1921.t2.intron3	jg1264.t1.intron3	FBtr0070318.intron3
OG0009364.intron4	jg8158.t1.intron4	FBtr0216487.intron4	jg1921.t2.intron4	jg1264.t1.intron4	FBtr0070318.intron4
OG0009364.intron5	jg8158.t1.intron5	FBtr0216487.intron5	jg1921.t2.intron5	jg1264.t1.intron5	FBtr0070318.intron5
OG0009366.intron1	jg8160.t1.intron1	FBtr0216489.intron1	jg1919.t1.intron1	jg1262.t1.intron1	FBtr0070321.intron1
OG0009366.intron2	jg8160.t1.intron2	FBtr0216489.intron2	jg1919.t1.intron2	jg1262.t1.intron2	FBtr0070321.intron2
OG0009367.intron1	jg8165.t1.intron1	FBtr0355332.intron1	jg1915.t1.intron1	jg1255.t1.intron1	FBtr0070347.intron1
OG0009367.intron2	jg8165.t1.intron2	FBtr0355332.intron2	jg1915.t1.intron2	jg1255.t1.intron2	FBtr0070347.intron2
OG0009367.intron3	jg8165.t1.intron3	FBtr0355332.intron3	jg1915.t1.intron3	jg1255.t1.intron3	FBtr0070347.intron3
OG0009367.intron4	jg8165.t1.intron4	FBtr0355332.intron4	jg1915.t1.intron4	jg1255.t1.intron4	FBtr0070347.intron4
OG0009368.intron2	jg8166.t3.intron2	FBtr0348755.intron2	jg1914.t3.intron3	jg1254.t1.intron2	FBtr0307289.intron2
OG0009368.intron3	jg8166.t3.intron3	FBtr0348755.intron3	jg1914.t3.intron4	jg1254.t1.intron3	FBtr0307289.intron3
OG0009368.intron4	jg8166.t3.intron4	FBtr0348755.intron4	jg1914.t3.intron5	jg1254.t1.intron4	FBtr0307289.intron4
OG0009370.intron1	jg8169.t1.intron1	FBtr0224529.intron1	jg1911.t1.intron1	jg1251.t1.intron1	FBtr0070342.intron1
OG0009371.intron1	jg8170.t1.intron1	FBtr0350624.intron1	jg1910.t1.intron3	jg1250.t1.intron1	FBtr0070341.intron1
OG0009371.intron2	jg8170.t1.intron2	FBtr0350624.intron2	jg1910.t1.intron4	jg1250.t1.intron2	FBtr0070341.intron2
OG0009372.intron2	jg8171.t1.intron2	FBtr0361024.intron2	jg1909.t1.intron2	jg1249.t1.intron2	FBtr0340108.intron2
OG0009373.intron1	jg8172.t1.intron1	FBtr0352988.intron1	jg1908.t1.intron1	jg1248.t1.intron1	FBtr0070340.intron1
OG0009373.intron2	jg8172.t1.intron2	FBtr0352988.intron2	jg1908.t1.intron2	jg1248.t1.intron2	FBtr0070340.intron2
OG0009373.intron3	jg8172.t1.intron3	FBtr0352988.intron3	jg1908.t1.intron3	jg1248.t1.intron3	FBtr0070340.intron3
OG0009373.intron6	jg8172.t1.intron6	FBtr0352988.intron6	jg1908.t1.intron6	jg1248.t1.intron6	FBtr0070340.intron6
OG0009373.intron7	jg8172.t1.intron7	FBtr0352988.intron7	jg1908.t1.intron7	jg1248.t1.intron7	FBtr0070340.intron7
OG0009374.intron1	jg8173.t1.intron1	FBtr0224527.intron1	jg1906.t1.intron1	jg1247.t1.intron1	FBtr0070339.intron1
OG0009374.intron2	jg8173.t1.intron2	FBtr0224527.intron2	jg1906.t1.intron2	jg1247.t1.intron2	FBtr0070339.intron2
OG0009374.intron3	jg8173.t1.intron3	FBtr0224527.intron3	jg1906.t1.intron3	jg1247.t1.intron3	FBtr0070339.intron3
OG0009375.intron1	jg8174.t1.intron1	FBtr0224526.intron1	jg1905.t1.intron1	jg1246.t1.intron1	FBtr0070338.intron1
OG0009375.intron2	jg8174.t1.intron2	FBtr0224526.intron2	jg1905.t1.intron2	jg1246.t1.intron2	FBtr0070338.intron2
OG0009375.intron3	jg8174.t1.intron3	FBtr0224526.intron3	jg1905.t1.intron3	jg1246.t1.intron3	FBtr0070338.intron3
OG0009378.intron2	jg8179.t1.intron2	FBtr0216304.intron2	jg1901.t1.intron2	jg1241.t1.intron2	FBtr0070331.intron2
OG0009378.intron3	jg8179.t1.intron3	FBtr0216304.intron3	jg1901.t1.intron3	jg1241.t1.intron3	FBtr0070331.intron3
OG0009379.intron1	jg8181.t1.intron1	FBtr0216303.intron1	jg1899.t1.intron1	jg1239.t1.intron1	FBtr0070434.intron1
OG0009379.intron2	jg8181.t1.intron2	FBtr0216303.intron2	jg1899.t1.intron2	jg1239.t1.intron2	FBtr0070434.intron2
OG0009380.intron1	jg8182.t1.intron1	FBtr0361592.intron1	jg1898.t1.intron1	jg1238.t1.intron1	FBtr0070376.intron1
OG0009380.intron2	jg8182.t1.intron2	FBtr0361592.intron2	jg1898.t1.intron2	jg1238.t1.intron2	FBtr0070376.intron2
OG0009380.intron3	jg8182.t1.intron3	FBtr0361592.intron3	jg1898.t1.intron3	jg1238.t1.intron3	FBtr0070376.intron3
OG0009380.intron4	jg8182.t1.intron4	FBtr0361592.intron4	jg1898.t1.intron4	jg1238.t1.intron4	FBtr0070376.intron4
OG0009381.intron1	jg8186.t1.intron1	FBtr0352049.intron1	jg1896.t1.intron1	jg1235.t1.intron1	FBtr0070379.intron1
OG0009381.intron2	jg8186.t1.intron2	FBtr0352049.intron2	jg1896.t1.intron2	jg1235.t1.intron2	FBtr0070379.intron2
OG0009381.intron3	jg8186.t1.intron3	FBtr0352049.intron3	jg1896.t1.intron3	jg1235.t1.intron3	FBtr0070379.intron3
OG0009381.intron4	jg8186.t1.intron4	FBtr0352049.intron4	jg1896.t1.intron4	jg1235.t1.intron4	FBtr0070379.intron4
OG0009381.intron5	jg8186.t1.intron5	FBtr0352049.intron5	jg1896.t1.intron5	jg1235.t1.intron5	FBtr0070379.intron5
OG0009381.intron6	jg8186.t1.intron6	FBtr0352049.intron6	jg1896.t1.intron6	jg1235.t1.intron6	FBtr0070379.intron6
OG0009382.intron2	jg8188.t1.intron2	FBtr0361688.intron3	jg1894.t1.intron2	jg1232.t1.intron2	FBtr0070381.intron2
OG0009382.intron3	jg8188.t1.intron3	FBtr0361688.intron4	jg1894.t1.intron3	jg1232.t1.intron3	FBtr0070381.intron3
OG0009383.intron1	jg8189.t1.intron1	FBtr0351416.intron1	jg1893.t1.intron1	jg1231.t1.intron1	FBtr0070384.intron1
OG0009383.intron2	jg8189.t1.intron2	FBtr0351416.intron2	jg1893.t1.intron2	jg1231.t1.intron2	FBtr0070384.intron2
OG0009384.intron3	jg8191.t1.intron3	FBtr0358507.intron3	jg1891.t1.intron3	jg1229.t1.intron2	FBtr0070429.intron2
OG0009384.intron4	jg8191.t1.intron4	FBtr0358507.intron4	jg1891.t1.intron4	jg1229.t1.intron3	FBtr0070429.intron3
OG0009384.intron5	jg8191.t1.intron5	FBtr0358507.intron5	jg1891.t1.intron5	jg1229.t1.intron4	FBtr0070429.intron4
OG0009384.intron6	jg8191.t1.intron6	FBtr0358507.intron6	jg1891.t1.intron6	jg1229.t1.intron5	FBtr0070429.intron5
OG0009384.intron7	jg8191.t1.intron7	FBtr0358507.intron7	jg1891.t1.intron7	jg1229.t1.intron6	FBtr0070429.intron6
OG0009385.intron2	jg8192.t1.intron1	FBtr0363781.intron1	jg1890.t1.intron2	jg1228.t1.intron1	FBtr0070428.intron1
OG0009385.intron3	jg8192.t1.intron2	FBtr0363781.intron1	jg1890.t1.intron3	jg1228.t1.intron2	FBtr0070428.intron1
OG0009385.intron4	jg8192.t1.intron3	FBtr0363781.intron2	jg1890.t1.intron4	jg1228.t1.intron3	FBtr0070428.intron2
OG0009386.intron2	jg8195.t1.intron2	FBtr0349032.intron2	jg1889.t1.intron2	jg1226.t1.intron2	FBtr0070385.intron2
OG0009387.intron1	jg8196.t1.intron1	FBtr0216501.intron1	jg1888.t1.intron1	jg1225.t1.intron1	FBtr0070386.intron1
OG0009388.intron1	jg8199.t1.intron1	FBtr0216504.intron1	jg1885.t1.intron1	jg1221.t1.intron1	FBtr0070388.intron1
OG0009389.intron1	jg8200.t1.intron1	FBtr0216505.intron1	jg1884.t1.intron1	jg1220.t1.intron1	FBtr0070389.intron1
OG0009390.intron1	jg8201.t1.intron1	FBtr0358475.intron1	jg1883.t1.intron1	jg1219.t1.intron1	FBtr0070425.intron1
OG0009395.intron1	jg8207.t1.intron1	FBtr0355389.intron1	jg1878.t1.intron1	jg1213.t1.intron1	FBtr0070393.intron1
OG0009395.intron2	jg8207.t1.intron2	FBtr0355389.intron2	jg1878.t1.intron2	jg1213.t1.intron2	FBtr0070393.intron2
OG0009396.intron1	jg8208.t1.intron1	FBtr0353110.intron1	jg1877.t1.intron1	jg1212.t1.intron1	FBtr0070423.intron1
OG0009396.intron2	jg8208.t1.intron2	FBtr0353110.intron2	jg1877.t1.intron2	jg1212.t1.intron2	FBtr0070423.intron2
OG0009396.intron5	jg8208.t1.intron5	FBtr0353110.intron6	jg1877.t1.intron5	jg1212.t1.intron5	FBtr0070423.intron5
OG0009398.intron1	jg8211.t1.intron1	FBtr0353440.intron1	jg8146.t1.intron1	jg1209.t1.intron1	FBtr0070420.intron1
OG0009398.intron3	jg8211.t1.intron3	FBtr0353440.intron4	jg8146.t1.intron3	jg1209.t1.intron3	FBtr0070420.intron3
OG0009398.intron4	jg8211.t1.intron4	FBtr0353440.intron5	jg8146.t1.intron4	jg1209.t1.intron4	FBtr0070420.intron4
OG0009400.intron1	jg8213.t1.intron1	FBtr0360629.intron1	jg8144.t1.intron1	jg1207.t1.intron1	FBtr0342766.intron1
OG0009400.intron2	jg8213.t1.intron2	FBtr0360629.intron2	jg8144.t1.intron2	jg1207.t1.intron2	FBtr0342766.intron2
OG0009400.intron3	jg8213.t1.intron3	FBtr0360629.intron3	jg8144.t1.intron3	jg1207.t1.intron3	FBtr0342766.intron3
OG0009400.intron4	jg8213.t1.intron4	FBtr0360629.intron4	jg8144.t1.intron4	jg1207.t1.intron4	FBtr0342766.intron4
OG0009400.intron5	jg8213.t1.intron5	FBtr0360629.intron5	jg8144.t1.intron5	jg1207.t1.intron5	FBtr0342766.intron5
OG0009400.intron6	jg8213.t1.intron6	FBtr0360629.intron6	jg8144.t1.intron6	jg1207.t1.intron6	FBtr0342766.intron6
OG0009400.intron7	jg8213.t1.intron7	FBtr0360629.intron7	jg8144.t1.intron7	jg1207.t1.intron7	FBtr0342766.intron7
OG0009400.intron8	jg8213.t1.intron8	FBtr0360629.intron8	jg8144.t1.intron8	jg1207.t1.intron8	FBtr0342766.intron8
OG0009400.intron9	jg8213.t1.intron9	FBtr0360629.intron9	jg8144.t1.intron9	jg1207.t1.intron9	FBtr0342766.intron9
OG0009401.intron1	jg8214.t1.intron1	FBtr0352190.intron1	jg8143.t1.intron1	jg1206.t1.intron1	FBtr0070419.intron1
OG0009401.intron2	jg8214.t1.intron2	FBtr0352190.intron2	jg8143.t1.intron2	jg1206.t1.intron2	FBtr0070419.intron2
OG0009401.intron3	jg8214.t1.intron3	FBtr0352190.intron3	jg8143.t1.intron3	jg1206.t1.intron3	FBtr0070419.intron3
OG0009401.intron4	jg8214.t1.intron4	FBtr0352190.intron4	jg8143.t1.intron4	jg1206.t1.intron4	FBtr0070419.intron4
OG0009405.intron2	jg8218.t1.intron2	FBtr0352264.intron2	jg8139.t1.intron2	jg1202.t1.intron2	FBtr0070417.intron2
OG0009405.intron3	jg8218.t1.intron3	FBtr0352264.intron3	jg8139.t1.intron3	jg1202.t1.intron3	FBtr0070417.intron3
OG0009405.intron4	jg8218.t1.intron4	FBtr0352264.intron4	jg8139.t1.intron4	jg1202.t1.intron4	FBtr0070417.intron4
OG0009406.intron2	jg8219.t1.intron2	FBtr0216289.intron2	jg8138.t1.intron2	jg1201.t1.intron2	FBtr0070416.intron2
OG0009406.intron3	jg8219.t1.intron3	FBtr0216289.intron3	jg8138.t1.intron3	jg1201.t1.intron3	FBtr0070416.intron3
OG0009406.intron4	jg8219.t1.intron4	FBtr0216289.intron4	jg8138.t1.intron4	jg1201.t1.intron4	FBtr0070416.intron4
OG0009406.intron5	jg8219.t1.intron5	FBtr0216289.intron5	jg8138.t1.intron5	jg1201.t1.intron5	FBtr0070416.intron5
OG0009407.intron2	jg8220.t1.intron2	FBtr0359314.intron2	jg8137.t1.intron2	jg1200.t1.intron2	FBtr0474238.intron2
OG0009408.intron2	jg8221.t1.intron2	FBtr0216287.intron2	jg8136.t1.intron2	jg1199.t1.intron2	FBtr0070414.intron2
OG0009413.intron1	jg8231.t1.intron3	FBtr0356069.intron1	jg8128.t1.intron3	jg1190.t1.intron1	FBtr0070406.intron1
OG0009414.intron1	jg8232.t1.intron1	FBtr0216517.intron1	jg8127.t1.intron1	jg1189.t1.intron1	FBtr0070401.intron1
OG0009414.intron2	jg8232.t1.intron2	FBtr0216517.intron2	jg8127.t1.intron2	jg1189.t1.intron2	FBtr0070401.intron2
OG0009414.intron3	jg8232.t1.intron3	FBtr0216517.intron3	jg8127.t1.intron3	jg1189.t1.intron3	FBtr0070401.intron3
OG0009414.intron4	jg8232.t1.intron4	FBtr0216517.intron4	jg8127.t1.intron4	jg1189.t1.intron4	FBtr0070401.intron4
OG0009416.intron2	jg8234.t1.intron2	FBtr0347841.intron2	jg8125.t1.intron2	jg1187.t1.intron2	FBtr0343597.intron2
OG0009417.intron5	jg8238.t1.intron4	FBtr0362222.intron6	jg8122.t1.intron8	jg1184.t2.intron5	FBtr0333529.intron5
OG0009421.intron1	jg8244.t1.intron1	FBtr0364858.intron1	jg8115.t1.intron1	jg1178.t1.intron1	FBtr0334883.intron1
OG0009422.intron1	jg8243.t1.intron1	FBtr0216518.intron1	jg8116.t1.intron1	jg1179.t1.intron1	FBtr0331161.intron1
OG0009422.intron2	jg8243.t1.intron2	FBtr0216518.intron2	jg8116.t1.intron2	jg1179.t1.intron2	FBtr0331161.intron2
OG0009423.intron16	jg8245.t2.intron16	FBtr0363094.intron18	jg8114.t1.intron6	jg1177.t1.intron2	FBtr0342819.intron16
OG0009423.intron22	jg8245.t2.intron22	FBtr0363094.intron26	jg8114.t1.intron12	jg1177.t1.intron7	FBtr0342819.intron22
OG0009423.intron25	jg8245.t2.intron25	FBtr0363094.intron29	jg8114.t1.intron15	jg1177.t1.intron10	FBtr0342819.intron25
OG0009423.intron26	jg8245.t2.intron26	FBtr0363094.intron30	jg8114.t1.intron16	jg1177.t1.intron11	FBtr0342819.intron26
OG0009423.intron29	jg8245.t2.intron29	FBtr0363094.intron32	jg8114.t1.intron19	jg1177.t1.intron13	FBtr0342819.intron28
OG0009423.intron30	jg8245.t2.intron30	FBtr0363094.intron33	jg8114.t1.intron20	jg1177.t1.intron14	FBtr0342819.intron29
OG0009423.intron31	jg8245.t2.intron31	FBtr0363094.intron34	jg8114.t1.intron21	jg1177.t1.intron15	FBtr0342819.intron30
OG0009423.intron34	jg8245.t2.intron34	FBtr0363094.intron37	jg8114.t1.intron24	jg1177.t1.intron18	FBtr0342819.intron33
OG0009423.intron40	jg8245.t2.intron40	FBtr0363094.intron41	jg8114.t1.intron30	jg1177.t1.intron24	FBtr0342819.intron38
OG0009423.intron41	jg8245.t2.intron41	FBtr0363094.intron42	jg8114.t1.intron31	jg1177.t1.intron25	FBtr0342819.intron39
OG0009423.intron42	jg8245.t2.intron42	FBtr0363094.intron43	jg8114.t1.intron32	jg1177.t1.intron26	FBtr0342819.intron40
OG0009423.intron43	jg8245.t2.intron43	FBtr0363094.intron44	jg8114.t1.intron33	jg1177.t1.intron27	FBtr0342819.intron41
OG0009423.intron44	jg8245.t2.intron44	FBtr0363094.intron45	jg8114.t1.intron34	jg1177.t1.intron28	FBtr0342819.intron42
OG0009423.intron45	jg8245.t2.intron45	FBtr0363094.intron46	jg8114.t1.intron35	jg1177.t1.intron29	FBtr0342819.intron43
OG0009424.intron2	jg8246.t1.intron3	FBtr0363910.intron2	jg8111.t1.intron2	jg1175.t1.intron1	FBtr0308565.intron2
OG0009424.intron3	jg8246.t1.intron4	FBtr0363910.intron3	jg8111.t1.intron3	jg1175.t1.intron2	FBtr0308565.intron3
OG0009424.intron4	jg8246.t1.intron5	FBtr0363910.intron4	jg8111.t1.intron4	jg1175.t1.intron3	FBtr0308565.intron4
OG0009424.intron5	jg8246.t1.intron6	FBtr0363910.intron5	jg8111.t1.intron5	jg1175.t1.intron4	FBtr0308565.intron5
OG0009424.intron6	jg8246.t1.intron7	FBtr0363910.intron6	jg8111.t1.intron6	jg1175.t1.intron5	FBtr0308565.intron6
OG0009424.intron7	jg8246.t1.intron8	FBtr0363910.intron7	jg8111.t1.intron7	jg1175.t1.intron6	FBtr0308565.intron7
OG0009426.intron2	jg8249.t2.intron2	FBtr0362258.intron2	jg8108.t2.intron2	jg1171.t1.intron2	FBtr0300707.intron2
OG0009426.intron3	jg8249.t2.intron3	FBtr0362258.intron3	jg8108.t2.intron3	jg1171.t1.intron3	FBtr0300707.intron3
OG0009427.intron1	jg8250.t1.intron1	FBtr0216520.intron1	jg8107.t1.intron1	jg1170.t1.intron1	FBtr0070438.intron1
OG0009427.intron2	jg8250.t1.intron2	FBtr0216520.intron2	jg8107.t1.intron2	jg1170.t1.intron2	FBtr0070438.intron2
OG0009428.intron1	jg8252.t1.intron1	FBtr0347667.intron1	jg8106.t1.intron1	jg1169.t1.intron1	FBtr0070439.intron1
OG0009429.intron1	jg8253.t1.intron2	FBtr0363095.intron1	jg8105.t1.intron2	jg1168.t1.intron1	FBtr0070448.intron1
OG0009429.intron2	jg8253.t1.intron3	FBtr0363095.intron2	jg8105.t1.intron3	jg1168.t1.intron2	FBtr0070448.intron2
OG0009429.intron3	jg8253.t1.intron4	FBtr0363095.intron3	jg8105.t1.intron4	jg1168.t1.intron3	FBtr0070448.intron3
OG0009429.intron4	jg8253.t1.intron5	FBtr0363095.intron4	jg8105.t1.intron5	jg1168.t1.intron4	FBtr0070448.intron4
OG0009430.intron1	jg8254.t1.intron1	FBtr0224643.intron1	jg8104.t1.intron1	jg1167.t1.intron1	FBtr0070441.intron1
OG0009431.intron1	jg8255.t1.intron1	FBtr0348484.intron1	jg8103.t1.intron1	jg1166.t1.intron1	FBtr0070447.intron1
OG0009431.intron2	jg8255.t1.intron2	FBtr0348484.intron2	jg8103.t1.intron2	jg1166.t1.intron2	FBtr0070447.intron2
OG0009431.intron3	jg8255.t1.intron3	FBtr0348484.intron3	jg8103.t1.intron3	jg1166.t1.intron3	FBtr0070447.intron3
OG0009431.intron4	jg8255.t1.intron4	FBtr0348484.intron4	jg8103.t1.intron4	jg1166.t1.intron4	FBtr0070447.intron4
OG0009432.intron1	jg8258.t1.intron1	FBtr0349891.intron1	jg8101.t1.intron1	jg1163.t1.intron1	FBtr0070442.intron1
OG0009432.intron2	jg8258.t1.intron2	FBtr0349891.intron2	jg8101.t1.intron2	jg1163.t1.intron2	FBtr0070442.intron2
OG0009433.intron1	jg8259.t1.intron1	FBtr0363529.intron1	jg8100.t1.intron1	jg1162.t1.intron1	FBtr0340092.intron1
OG0009434.intron1	jg8260.t1.intron1	FBtr0359526.intron1	jg8099.t1.intron1	jg1161.t1.intron1	FBtr0331587.intron1
OG0009434.intron7	jg8260.t1.intron7	FBtr0359526.intron8	jg8099.t1.intron6	jg1161.t1.intron6	FBtr0331587.intron7
OG0009434.intron8	jg8260.t1.intron8	FBtr0359526.intron9	jg8099.t1.intron7	jg1161.t1.intron7	FBtr0331587.intron8
OG0009434.intron9	jg8260.t1.intron9	FBtr0359526.intron10	jg8099.t1.intron8	jg1161.t1.intron8	FBtr0331587.intron9
OG0009434.intron10	jg8260.t1.intron10	FBtr0359526.intron11	jg8099.t1.intron9	jg1161.t1.intron9	FBtr0331587.intron10
OG0009435.intron1	jg8263.t1.intron1	FBtr0224517.intron1	jg8096.t1.intron1	jg1158.t1.intron1	FBtr0070506.intron1
OG0009438.intron1	jg8266.t1.intron1	FBtr0224515.intron1	jg8091.t1.intron1	jg1155.t1.intron1	FBtr0070504.intron1
OG0009438.intron2	jg8266.t1.intron2	FBtr0224515.intron2	jg8091.t1.intron2	jg1155.t1.intron2	FBtr0070504.intron2
OG0009439.intron1	jg8267.t1.intron1	FBtr0347855.intron1	jg8090.t1.intron1	jg1154.t1.intron1	FBtr0070502.intron1
OG0009439.intron2	jg8267.t1.intron2	FBtr0347855.intron2	jg8090.t1.intron2	jg1154.t1.intron2	FBtr0070502.intron2
OG0009439.intron3	jg8267.t1.intron3	FBtr0347855.intron3	jg8090.t1.intron3	jg1154.t1.intron3	FBtr0070502.intron3
